From,To,AvgDelay,Distance
RDU,SAN,105,680
PIT,LAX,70,657
LAX,JFK,152,1499
CVG,RDU,73,3514
JFK,PHL,77,3152
CVG,MSY,63,4821
PHL,DEN,165,259
DFW,PIT,41,1867
BWI,STL,136,4079
SAN,ORD,72,4699
DTW,MSP,138,3644
ATL,IAH,82,2516
CLE,MCO,154,1364
PDX,LAX,89,567
CLE,CVG,96,3753
MKE,RDU,140,2646
MIA,IND,50,4334
LAX,RDU,139,724
STL,MIA,28,3497
MCO,CLE,90,3525
MCO,SLC,117,2182
CVG,CMH,159,4354
CLT,BWI,139,3293
MDW,DEN,29,1631
CVG,CMH,140,4258
MIA,DTW,93,3718
MSP,PIT,87,1552
DCA,ATL,28,4104
DTW,CMH,127,2596
MSP,PHL,105,4546
HNL,MDW,96,2583
ORD,LAX,169,4592
ATL,FLL,78,612
IAH,ATL,120,1724
DCA,SAN,114,2858
MDW,BWI,14,2912
MCO,LAX,99,4332
MDW,PHL,116,3548
MCO,ATL,18,801
PIT,PHL,133,856
SEA,CMH,72,2485
MDW,CLE,97,1444
DFW,MSY,124,4211
OAK,MKE,50,4261
RDU,FLL,9,3101
IND,ORD,70,2202
DEN,TPA,35,803
PDX,DFW,170,2387
SMF,PHX,52,508
SJC,LAX,92,122
SLC,ORD,19,1781
MSY,MKE,76,3936
MDW,SFO,48,3187
BWI,SMF,23,4880
HNL,CVG,164,1709
SJC,SAN,153,3833
HNL,TPA,166,1491
AUS,OAK,48,2422
TPA,IND,80,2811
PDX,PHL,132,3535
MIA,CLE,129,3905
ATL,DCA,164,1862
DTW,MIA,121,1498
MSP,MSY,83,571
MSY,RDU,46,857
FLL,SFO,8,2885
CMH,MSY,56,3510
LAX,IND,133,565
MCO,BOS,65,2249
MDW,MIA,111,4673
BOS,DCA,162,4038
DFW,AUS,37,3918
DFW,FLL,146,612
IAH,IND,138,2195
PHL,DCA,79,4857
MCO,ATL,135,850
SAN,PHX,45,1652
AUS,DFW,50,1033
MSY,CMH,78,1670
LAS,ATL,176,4510
LAX,PHL,169,4594
DTW,BOS,110,2586
IAH,MKE,62,4589
MSY,BOS,123,3029
OAK,MSY,148,1094
MSP,PHL,24,4562
DEN,LAS,13,365
SLC,IND,32,4673
MDW,FLL,137,1155
RDU,LAX,168,1546
RDU,MIA,77,2120
MDW,SMF,49,2241
PDX,PHX,179,1916
DTW,HNL,142,3954
ORD,MCO,135,3872
HNL,SEA,81,1177
LAX,FLL,83,2688
CLT,BOS,52,139
HNL,LAX,48,1501
TPA,DCA,151,4077
LAS,SFO,147,4201
PIT,SLC,164,4200
TPA,MSY,136,4379
IAH,MIA,145,1661
ORD,BOS,12,4093
SJC,SAN,148,2523
CMH,PDX,124,1313
PIT,AUS,16,484
DTW,CMH,177,4039
JFK,MSP,27,4369
IND,SMF,127,1929
BOS,DFW,107,1031
SMF,SLC,111,1125
IND,MCO,131,2062
SMF,MKE,68,1282
BOS,STL,46,928
PIT,SLC,96,1536
AUS,IAH,119,3307
CMH,SJC,177,4268
DCA,SJC,155,4666
CLT,CVG,71,4904
DFW,MSY,112,3560
SAN,MCO,94,4338
HNL,BWI,63,4792
FLL,LAS,180,3754
ORD,PDX,36,988
TPA,DFW,67,4482
DCA,DFW,178,1167
ORD,DTW,76,2664
OAK,LAX,90,773
LAX,OAK,56,4267
SEA,SJC,28,2971
CMH,CVG,159,4122
CMH,BOS,141,799
BWI,ATL,150,3751
PHL,MKE,177,2915
SFO,BOS,54,4773
BOS,SLC,168,891
OAK,BWI,81,4588
RDU,IAH,177,3450
ORD,PIT,58,4128
MKE,CVG,170,2858
MSY,SMF,85,652
TPA,IAH,125,3553
LAS,MIA,115,2898
RDU,AUS,137,3313
DCA,BWI,34,688
SEA,STL,41,4843
BWI,DFW,168,1448
MKE,TPA,137,2583
SFO,DCA,96,4415
MSP,DCA,146,631
JFK,CMH,11,150
PIT,MDW,14,2893
BOS,FLL,5,580
RDU,CLE,32,390
DTW,MIA,98,1957
SLC,IND,147,1692
CLT,MIA,6,3364
STL,ORD,7,4816
FLL,MCO,26,2902
CLT,LAX,162,946
CVG,HNL,139,2614
LAS,SEA,147,2179
PIT,AUS,64,3355
SLC,CLE,93,4757
PIT,PHL,178,1829
CMH,TPA,35,257
OAK,PHX,20,1281
SAN,MCO,64,3957
MIA,HNL,87,4833
CLT,PHX,49,3867
FLL,PIT,8,2606
LAS,DTW,98,2171
TPA,PDX,170,4060
AUS,LAS,67,4759
RDU,CLE,7,2428
JFK,MCO,63,4149
PHX,MSP,10,2550
PIT,MCO,170,3919
RDU,MKE,21,2003
MSP,SMF,164,3981
JFK,RDU,127,3720
MSY,PIT,118,2509
DCA,AUS,74,2126
LAS,TPA,76,4648
AUS,OAK,33,1566
PDX,MSP,155,1178
CMH,HNL,92,974
MSP,TPA,164,562
MIA,RDU,86,1973
TPA,SJC,167,4186
SLC,OAK,137,893
BOS,HNL,111,4297
DFW,SEA,46,4943
DEN,CMH,68,2385
MKE,ORD,128,2216
DEN,MDW,174,4737
LAX,DEN,157,3756
ATL,TPA,101,2609
SLC,ORD,61,4615
SAN,MSY,45,4381
FLL,CVG,146,2994
CLT,LAS,69,441
IND,CLT,137,4104
ORD,STL,126,4628
SJC,STL,101,2521
PHX,DCA,81,3030
SEA,PDX,147,343
TPA,MSY,132,3387
PIT,LAS,48,2218
STL,MDW,57,4901
MIA,MSY,179,3827
CLE,BWI,52,417
MSP,FLL,113,1580
DCA,IND,105,3211
PHX,PHL,139,4082
OAK,MKE,172,1740
PIT,TPA,31,927
OAK,SMF,115,2817
MIA,SEA,62,1483
CVG,RDU,25,2546
PHX,DCA,98,145
DEN,SEA,112,1682
CLE,ORD,53,766
DFW,MKE,30,3930
SLC,TPA,180,2707
LAX,MKE,142,2455
SMF,SJC,171,2930
ATL,IND,130,866
FLL,SLC,81,3039
JFK,CVG,106,1235
JFK,ATL,45,3194
HNL,DFW,164,4526
DEN,BOS,159,2985
OAK,IAH,70,3255
HNL,LAS,97,3557
BOS,MDW,180,3666
MSY,DCA,67,4485
MCO,CLT,75,2562
SMF,PHL,38,4201
MSY,BWI,19,1057
OAK,RDU,134,195
SJC,HNL,110,2979
PDX,PHX,79,2668
LAX,OAK,141,1520
HNL,SFO,107,1404
LAS,PDX,87,1179
SJC,SEA,8,2250
DEN,CMH,129,546
CLT,LAS,87,2591
PHX,HNL,42,1701
IAH,ATL,27,3360
AUS,PDX,103,2243
MDW,PHL,118,1039
CLE,DFW,48,3144
MSP,BOS,68,3672
TPA,CMH,180,270
MSP,TPA,88,4799
FLL,PHX,97,2720
SLC,DCA,99,4880
PHL,AUS,95,1007
MIA,IND,44,1805
SJC,DCA,83,3671
DCA,BWI,52,4080
CVG,SFO,115,3629
DTW,SMF,50,3491
ORD,SEA,178,878
IND,IAH,21,2270
LAS,CVG,134,2918
PIT,MCO,180,2108
JFK,RDU,149,349
SAN,DEN,133,1943
SMF,MCO,106,4153
DTW,CVG,39,452
PIT,IND,95,1195
RDU,DFW,132,3386
PHL,STL,163,4043
CVG,ATL,56,1420
RDU,LAS,149,1938
CLE,DEN,151,1897
ORD,SMF,117,1617
ORD,SJC,60,2307
ORD,LAS,120,2297
SLC,PHX,120,1414
SFO,MKE,17,3279
BWI,PHX,172,2065
LAS,IND,154,3922
MKE,LAX,12,4949
AUS,FLL,6,3806
AUS,IAH,136,3134
PDX,MDW,159,1428
CVG,SLC,76,1243
BWI,CVG,27,406
PHX,CVG,82,3830
MKE,SJC,57,328
RDU,OAK,13,3270
AUS,MSY,6,1110
MCO,ORD,143,2227
ATL,SLC,109,303
CVG,SFO,63,3772
AUS,PDX,137,4905
CLE,HNL,163,128
AUS,ORD,127,1614
STL,PIT,107,2958
MSY,SAN,75,4568
SJC,PHX,159,1109
ORD,CLE,158,2942
SEA,IAH,78,2578
ORD,MIA,58,430
AUS,IAH,50,1906
SFO,PHX,96,151
STL,SEA,115,1803
MIA,SAN,104,494
LAS,HNL,175,833
SAN,STL,68,2496
DFW,CMH,145,2595
PHL,HNL,34,2360
PIT,PHL,127,3665
PHX,IAH,75,3985
MCO,CVG,177,322
CMH,DFW,94,4823
SMF,MSY,72,4587
HNL,MSY,8,1119
BWI,PHX,49,1985
MSP,BWI,61,1003
OAK,LAX,17,1808
MDW,FLL,69,1648
STL,MCO,51,2389
OAK,FLL,127,706
PIT,MSP,115,1741
TPA,MIA,122,248
STL,LAX,40,2036
SAN,TPA,159,4934
CLT,BWI,52,134
DTW,MKE,91,2830
SMF,STL,40,1201
SFO,RDU,95,1915
MDW,MSP,111,3763
CLT,PDX,16,3922
ORD,DCA,81,4568
TPA,CVG,93,3853
CLE,SJC,19,4855
LAX,PHL,56,4930
HNL,TPA,165,2337
SAN,PDX,109,1952
MIA,BWI,45,603
CLT,BOS,138,364
MCO,CLT,31,1651
PHL,ATL,146,4733
MIA,MCO,118,4023
LAS,CMH,41,2796
DTW,CLE,140,485
TPA,CVG,88,1485
SAN,MCO,164,1840
TPA,SAN,149,3816
BWI,LAS,71,3711
ORD,SMF,15,2337
MDW,MIA,61,1896
ORD,SAN,66,390
TPA,CLE,125,3183
PHL,CLE,158,1912
AUS,SFO,9,4492
CVG,DFW,85,3785
SMF,BWI,105,834
JFK,PHL,59,4911
SFO,BOS,46,1004
MSP,DEN,103,2838
PIT,PHX,81,3540
AUS,MIA,47,1209
DCA,SAN,180,345
DCA,TPA,152,706
MIA,SMF,56,605
PDX,CLT,176,3163
JFK,PIT,64,4313
SFO,DTW,175,4813
STL,PIT,87,991
DFW,BWI,147,2088
MIA,SAN,147,3527
MSP,MIA,100,1319
CLE,CVG,135,2433
MKE,AUS,132,3269
HNL,IAH,140,3267
MSP,IAH,175,3583
PIT,PDX,165,3873
CLE,ORD,40,4612
ATL,LAS,112,2451
BOS,DEN,5,2529
RDU,CLE,145,1611
HNL,TPA,22,4492
CLT,LAX,82,3223
LAS,DEN,48,3981
TPA,LAX,102,389
ORD,MDW,161,4384
MIA,RDU,137,3304
MSY,TPA,9,1520
ATL,SFO,36,520
AUS,PIT,86,309
DEN,PHL,167,278
MDW,SAN,160,2067
LAX,RDU,160,2875
SJC,MSY,44,1679
TPA,IAH,166,3349
RDU,DFW,69,4033
SMF,PHX,47,3235
HNL,PIT,172,4766
TPA,SEA,176,1504
LAS,CLT,6,4774
PHX,RDU,127,530
MSP,DEN,7,1560
ORD,CLT,47,1398
IND,HNL,146,3095
DEN,SMF,86,4802
CLE,PHX,114,4266
LAX,DCA,55,3143
CLT,TPA,175,1788
MIA,MSY,40,230
ORD,IAH,121,110
DTW,MCO,72,1432
JFK,SAN,145,2969
CLT,JFK,59,3045
PHX,CMH,70,4779
MKE,MIA,102,470
MSP,DEN,57,1098
ORD,JFK,14,2565
CLT,BOS,77,1183
IND,SLC,116,2335
CLE,DEN,116,103
SAN,CLT,84,3968
DCA,DTW,77,3988
CVG,DEN,169,4377
BWI,PHL,161,4425
DTW,LAS,85,2484
PHL,DFW,46,2583
SEA,SMF,159,2465
SLC,OAK,78,4270
TPA,SJC,140,1607
CLT,PIT,67,1133
IND,PDX,30,1084
CLE,PHL,29,3641
PHX,CLT,44,1806
CLE,STL,67,4288
JFK,BWI,23,3337
SJC,ATL,133,2464
MSP,DCA,16,2078
CMH,DCA,7,342
SLC,ORD,123,2462
IAH,ORD,106,4150
ORD,SMF,82,4572
MDW,MSY,81,3236
ORD,SMF,58,3564
FLL,TPA,91,2523
SAN,IAH,124,3739
MSP,BWI,75,3986
HNL,MCO,145,944
SEA,LAX,8,2078
CLE,FLL,115,1459
DCA,SLC,36,3734
HNL,SEA,50,1245
FLL,MKE,22,4483
IAH,PIT,168,944
JFK,ORD,142,3755
ORD,JFK,49,578
DTW,DCA,116,2653
PIT,DCA,79,4469
SLC,LAX,8,4547
BWI,SAN,133,3316
MSP,RDU,55,1036
FLL,SMF,111,2816
OAK,CMH,6,2917
CLT,SAN,31,2301
SEA,PHX,103,399
ATL,FLL,9,1622
SLC,DTW,34,1480
STL,PIT,64,4053
CVG,DCA,43,1672
PHL,SFO,139,4849
SLC,LAS,147,1184
IND,PHX,169,3614
MIA,SEA,134,4169
BOS,SAN,13,279
CVG,CLE,63,1541
STL,MKE,30,1295
SLC,FLL,153,2135
MSP,LAS,146,4699
IND,CLE,91,4764
MDW,SFO,128,4278
CVG,DCA,80,3793
HNL,OAK,129,4414
SMF,BWI,74,654
ORD,SFO,79,1280
MSY,CVG,78,3235
CLT,CMH,71,2280
IAH,MKE,87,429
ORD,CMH,77,1870
SAN,ATL,92,768
SLC,MKE,141,4050
STL,PHX,174,3219
AUS,SAN,159,1999
CVG,LAS,153,3554
FLL,MDW,118,1339
IND,DTW,12,1895
LAX,MKE,108,2209
CVG,SAN,121,1336
FLL,DEN,88,2056
BOS,MDW,55,2855
SJC,SFO,84,334
SLC,RDU,167,4859
SMF,PHL,13,4582
MDW,JFK,178,3538
CVG,OAK,20,1010
OAK,CLE,21,2938
MKE,DCA,19,2041
MKE,JFK,71,366
DEN,MSY,23,301
MSP,BOS,88,4549
CVG,MCO,6,4042
CLT,OAK,86,4109
TPA,PHX,99,1164
SEA,MCO,9,3223
IAH,PDX,128,4867
MSP,DFW,145,202
FLL,TPA,136,2576
DEN,IND,98,1958
DTW,ORD,80,2966
DFW,PDX,143,2738
SFO,ORD,25,4540
IND,MDW,102,960
LAX,MIA,15,1189
MKE,RDU,140,3452
SAN,CLE,159,1996
HNL,SLC,27,2644
SFO,PHX,84,3023
DTW,SFO,107,3581
SEA,BWI,113,3230
TPA,IAH,64,4808
SEA,ORD,166,1088
MKE,PHX,78,2994
PDX,CMH,98,478
JFK,ORD,5,2255
MDW,MIA,58,1591
MIA,IAH,128,3725
PDX,MIA,166,2203
MKE,JFK,28,2299
JFK,OAK,68,4857
SAN,BOS,132,517
CLT,ATL,50,448
CLT,PIT,140,2032
PIT,PDX,177,2261
SEA,HNL,7,490
DCA,MDW,38,1670
MCO,PHL,117,1562
MCO,PIT,142,4564
CLT,MKE,121,644
MSP,AUS,129,1307
AUS,FLL,122,4809
SLC,AUS,120,3967
DEN,BOS,30,958
BWI,MCO,70,3634
HNL,CLT,104,763
PDX,SFO,35,3817
SAN,MSY,136,4405
MSY,AUS,49,2278
SJC,MDW,29,4428
MIA,AUS,82,4235
CLE,HNL,89,1388
CLT,PDX,127,1216
PHL,JFK,130,3150
DEN,PHL,101,2783
AUS,IND,85,3185
STL,JFK,83,3213
IND,MSY,55,3528
MDW,PHX,10,4462
MSP,CMH,62,961
BOS,PHX,109,2941
JFK,MDW,73,255
BOS,DTW,105,4502
IND,MKE,81,2414
MSY,SJC,104,4230
BOS,IND,175,2946
CLE,DEN,11,2561
TPA,RDU,169,1519
SAN,BOS,51,1451
LAS,CMH,99,4274
DTW,DEN,54,3288
OAK,LAS,171,4859
LAS,SFO,11,2611
OAK,STL,75,2014
MKE,MCO,174,572
PIT,MSY,155,1977
CVG,PHL,146,1011
TPA,CMH,31,2905
BOS,OAK,63,3948
CLE,SEA,142,711
SEA,MKE,14,2309
SLC,JFK,71,1365
LAS,MSY,80,498
IND,OAK,142,2721
JFK,CVG,57,1963
CLT,DEN,14,4308
SLC,PIT,162,1422
CMH,CVG,113,2691
CMH,HNL,28,369
DEN,CVG,64,381
LAS,MSP,43,3863
LAX,CMH,60,2314
DEN,ATL,26,1841
IND,DFW,147,577
IAH,MKE,156,3272
LAS,MDW,81,2591
DEN,PIT,133,3042
SMF,CVG,30,4401
SMF,DFW,172,4633
ATL,TPA,54,1967
DCA,SLC,68,3085
SEA,MSP,91,675
MSP,STL,31,4440
IND,CLE,52,4294
LAS,CLE,60,391
BOS,MKE,105,4689
PDX,CLE,61,2763
MSY,IAH,168,2183
LAX,MSP,179,3057
MSP,LAS,80,1333
LAX,CMH,33,2059
TPA,DEN,138,2976
IND,IAH,48,4408
ORD,DEN,101,3025
IND,TPA,127,4070
DTW,SLC,112,1827
FLL,SJC,149,3809
DCA,ATL,114,4607
HNL,IND,17,2805
DCA,LAS,124,497
MDW,OAK,52,3398
CVG,SLC,34,846
SLC,ATL,133,4156
LAS,MSP,53,594
MSY,JFK,142,2675
SJC,PIT,103,3461
SLC,PIT,88,232
LAX,DTW,52,2954
STL,BOS,59,4185
DEN,AUS,168,1196
BWI,CLE,54,674
DTW,CLE,60,1384
PIT,MKE,99,2384
MDW,SEA,44,4320
OAK,STL,153,1979
PHX,IND,108,468
SJC,BOS,129,2712
ATL,MSP,151,1220
FLL,AUS,46,538
MKE,AUS,107,4773
BOS,SJC,106,4851
PIT,MSP,112,251
CLT,PHL,32,4872
ATL,HNL,177,455
MKE,PHL,65,2502
IND,HNL,161,3074
PHX,PDX,88,3720
RDU,DEN,176,4219
OAK,MKE,102,867
MSY,PHL,115,291
MSY,TPA,165,1958
TPA,PIT,35,3040
LAS,DEN,89,1311
RDU,DFW,132,4281
OAK,TPA,100,1445
BOS,OAK,135,2010
SFO,OAK,158,1971
PDX,DCA,97,2136
CLE,IND,49,189
MSY,RDU,68,3688
IAH,HNL,148,3491
MIA,BOS,132,4869
IND,MKE,74,2480
JFK,DCA,72,1228
BWI,CMH,72,329
FLL,IND,114,3485
STL,SEA,52,621
FLL,SMF,154,3824
DFW,RDU,96,3586
DTW,SJC,106,3656
CVG,JFK,56,3220
SLC,BWI,42,1711
DCA,CLT,170,2007
SFO,OAK,123,436
MSY,MDW,120,4417
DCA,DFW,121,1378
SJC,CLT,161,688
DCA,CLE,153,3927
OAK,SEA,23,3725
PIT,FLL,31,4987
RDU,SJC,48,2150
ORD,MSY,75,2753
DTW,DFW,96,4163
STL,JFK,76,4334
PHX,CVG,37,3537
IAH,SEA,79,1857
LAX,BOS,89,967
DEN,FLL,109,726
ATL,MDW,124,1170
AUS,MKE,31,3368
MSP,DCA,155,4176
MDW,FLL,102,3421
MSY,MDW,58,2104
CLE,DFW,38,3158
TPA,BWI,15,1801
CMH,FLL,58,4545
SAN,JFK,76,4830
MSP,ATL,124,714
PHX,SMF,36,2127
STL,SJC,152,3209
MIA,SAN,81,419
CVG,STL,18,1293
BOS,MCO,25,2979
CLT,RDU,135,4189
CMH,MSY,53,1858
ORD,MIA,39,2471
DFW,AUS,156,826
MKE,HNL,141,3940
DCA,SLC,108,220
DTW,MSY,82,1282
SAN,SMF,174,1904
PDX,CVG,153,4719
SEA,BOS,110,2763
MIA,SJC,133,4924
MCO,BWI,159,1472
CLT,FLL,82,1351
CLE,MCO,65,4605
PHL,SEA,42,798
DCA,SEA,44,2499
DTW,MIA,176,483
DFW,PHX,153,4690
PHX,PHL,102,1233
PHL,RDU,108,3493
BOS,CLE,171,3611
CVG,SFO,22,3623
CLE,PHL,154,2488
PHX,JFK,14,2564
FLL,DTW,34,2701
AUS,PHX,39,1794
MIA,CMH,98,941
LAX,DFW,171,1217
AUS,DTW,154,2926
ORD,LAX,134,3600
MIA,CMH,91,1865
OAK,LAX,5,1691
MSP,STL,83,3357
PIT,MCO,14,2757
FLL,DEN,108,2754
DTW,BWI,20,4846
MKE,CLE,142,1966
SEA,DTW,101,314
MKE,JFK,169,1820
PDX,LAS,5,4365
DEN,MKE,63,3192
PIT,IND,14,1016
RDU,PHL,118,4024
LAX,PIT,116,1720
SAN,CVG,179,4421
AUS,CVG,90,4067
HNL,DCA,25,4356
SMF,MCO,52,2846
MSP,MDW,169,280
CMH,STL,165,729
DCA,CLE,165,2163
SMF,PHX,85,4678
HNL,CMH,75,1403
IAH,PIT,164,1469
SJC,SFO,61,4659
STL,JFK,134,207
PHL,CLE,173,3948
DCA,PDX,179,2624
TPA,DEN,167,3159
ORD,TPA,69,990
DFW,MSP,118,591
DCA,IND,169,1209
SLC,ORD,159,3042
ORD,SFO,132,1061
MKE,CMH,52,3481
MIA,PHL,22,2757
MSY,STL,123,4024
MKE,DTW,108,1116
OAK,LAX,47,4500
BWI,PHL,74,2497
CLT,MDW,79,3181
TPA,SLC,28,4504
SJC,PDX,113,2044
SLC,SFO,66,594
MKE,DFW,78,4035
CLE,PIT,137,1787
JFK,OAK,77,234
CVG,SLC,136,4660
SMF,STL,148,773
LAS,BWI,175,1891
IAH,AUS,76,174
AUS,IND,69,3794
DFW,MKE,18,535
FLL,MCO,6,2864
MKE,PIT,128,4546
SJC,BWI,87,4321
SAN,MKE,33,4567
TPA,MSY,107,4651
DFW,CLE,119,1917
AUS,STL,148,316
TPA,CVG,55,816
CVG,HNL,89,2049
JFK,SLC,179,2894
MSY,BOS,127,2389
DEN,LAX,102,2155
ATL,ORD,36,4363
STL,JFK,53,2969
MSP,BWI,55,4765
TPA,BWI,109,1148
DFW,CLE,101,4228
MDW,PIT,22,3001
BWI,MDW,52,1491
RDU,LAS,151,2579
IND,SEA,89,1331
MKE,DTW,177,3830
STL,SJC,20,4559
PHL,CMH,58,3590
DFW,CLE,64,2949
IAH,DTW,106,1864
CMH,JFK,103,2693
MSP,MIA,71,2245
FLL,IND,99,1644
MCO,DFW,153,3427
BWI,BOS,75,3217
MSP,MSY,82,1920
DTW,SLC,27,2889
SMF,MIA,6,185
IND,AUS,103,241
MKE,PHL,125,2014
DTW,LAX,87,891
IND,MSY,86,413
DTW,ATL,15,1673
SMF,OAK,23,1087
JFK,MKE,6,792
PIT,IAH,179,1418
DCA,SAN,60,1357
JFK,SFO,72,4657
MIA,MSP,175,4893
MDW,SEA,175,4742
DEN,SMF,114,1628
STL,CLT,31,1486
MSP,ATL,74,4959
CVG,IND,123,1185
AUS,RDU,177,4514
MKE,RDU,107,2246
DTW,OAK,96,2250
OAK,BWI,131,2919
CVG,CMH,144,2294
IND,MDW,140,479
SEA,RDU,100,4867
SAN,LAS,81,4104
FLL,PHL,8,829
DTW,PHX,100,3126
PDX,TPA,9,2951
AUS,RDU,128,4164
RDU,LAX,78,2453
MIA,STL,175,3224
CLE,LAS,110,1013
DCA,MKE,92,1598
SAN,SJC,40,4409
PHL,SAN,165,2815
TPA,RDU,62,3231
ORD,CLE,86,3683
LAX,RDU,10,4027
SAN,SLC,99,2937
MIA,BWI,41,4911
LAS,ORD,149,2647
CLE,MSP,80,4979
CLE,MSY,154,4121
MSP,MSY,38,3413
HNL,SMF,123,2293
MCO,BWI,147,3754
DFW,BOS,12,1697
TPA,CVG,176,4417
LAX,SEA,145,3584
IAH,STL,61,1397
STL,ATL,61,4450
OAK,BWI,92,1915
CLT,SLC,127,922
BOS,STL,108,2441
MSP,PHX,53,3801
DCA,DFW,142,178
IND,MIA,10,3863
PDX,IND,164,1471
ORD,RDU,32,1194
LAX,MDW,24,3583
DFW,SLC,178,1179
SJC,SFO,162,1099
ORD,MIA,145,4186
CMH,DFW,42,4327
PHX,MCO,164,4019
JFK,MSY,171,1473
PDX,TPA,100,560
ATL,LAX,112,1474
BOS,PDX,85,4570
LAX,SLC,34,4285
MSY,PDX,137,2288
MSY,DCA,45,192
RDU,CLE,59,3594
CMH,IND,136,476
LAS,STL,157,1867
MKE,IND,63,2576
CLE,SJC,88,4798
LAS,BWI,57,611
MSP,MIA,106,4899
SAN,ORD,49,3379
JFK,PHX,74,942
MSP,MKE,179,778
CVG,RDU,68,2045
LAS,OAK,52,1451
SAN,LAS,57,138
DCA,DTW,26,1410
CVG,DCA,54,3175
CLT,CVG,125,3269
JFK,PHX,98,2769
SEA,JFK,111,3277
CLT,SEA,156,3509
IND,JFK,11,1508
MSP,PIT,179,2736
SFO,TPA,97,1802
CMH,MKE,82,1832
MIA,DTW,30,4687
RDU,LAS,37,1515
LAS,SAN,151,3655
MIA,IAH,158,4033
ORD,SJC,116,3073
ATL,SEA,28,125
OAK,DFW,51,1124
SMF,DCA,81,4648
IND,HNL,162,4661
JFK,CMH,89,2176
AUS,BOS,157,1850
IND,PIT,37,4329
CMH,SLC,48,4509
SJC,TPA,170,4731
CMH,SFO,139,4382
DTW,FLL,45,235
CLE,CVG,129,2253
MSY,DCA,50,2344
PDX,IND,7,1505
CLE,MKE,131,1332
LAX,ATL,99,2141
MDW,MIA,112,1662
DFW,OAK,80,2930
AUS,SAN,15,530
OAK,AUS,150,4847
SLC,RDU,37,4224
RDU,CLE,96,1583
JFK,AUS,22,601
SEA,ATL,173,1960
DEN,DFW,116,4114
SFO,SMF,97,733
PDX,CVG,82,137
BWI,CVG,148,3702
LAX,AUS,39,3162
ATL,LAX,176,1005
DEN,BWI,99,134
PHX,SMF,139,3888
HNL,STL,88,882
MSP,MIA,91,353
CVG,DEN,41,4499
ATL,PDX,48,800
CLT,RDU,76,4207
SJC,OAK,125,2974
CMH,PHX,62,2351
STL,SMF,138,3311
DEN,DFW,40,3744
BWI,SLC,27,3453
SFO,MSY,148,2706
PHL,PDX,48,4961
CVG,IAH,138,2458
PHL,MIA,165,4991
SAN,IAH,35,2923
SFO,IND,130,2192
BWI,IAH,90,168
SEA,ORD,101,3622
MCO,MIA,109,2841
SEA,PHX,109,363
CMH,SFO,29,3703
HNL,IAH,176,2342
IND,OAK,67,487
BOS,LAX,128,520
FLL,PIT,124,4300
SEA,SLC,105,2741
IND,SEA,171,1691
MSY,SFO,33,4614
SMF,CLT,62,3151
BOS,DTW,143,3104
MCO,MDW,82,2781
TPA,OAK,105,961
HNL,SEA,82,1544
PHX,AUS,162,3912
SMF,MIA,107,3063
DFW,PDX,135,226
DEN,FLL,69,2599
SLC,AUS,124,1724
DEN,CLT,129,2379
PDX,DEN,107,1694
RDU,PHL,97,3712
ATL,MSP,48,1441
CMH,MKE,118,3188
MIA,ATL,10,738
LAX,AUS,162,4936
SJC,IAH,172,606
PIT,SAN,9,2450
PDX,SLC,20,4258
IND,OAK,32,4875
MSP,IAH,149,3204
SJC,ORD,86,3505
PDX,JFK,167,3778
CLT,SJC,60,4281
MSY,ORD,137,307
OAK,DFW,5,2851
DCA,CLE,29,1853
HNL,MDW,55,2722
MIA,ATL,16,150
LAX,DCA,167,3238
OAK,DCA,17,4208
SFO,PHL,92,3294
LAS,CVG,13,2185
CLE,SMF,133,1088
BOS,LAS,106,1638
BWI,IND,93,3568
MDW,MSP,180,2151
DEN,AUS,60,1991
ATL,OAK,95,4286
SEA,DEN,77,4179
PHL,CVG,127,337
ATL,FLL,98,2053
PDX,SEA,24,2338
SJC,IAH,117,736
JFK,DEN,162,1440
ORD,HNL,130,3633
ATL,IAH,157,4415
PDX,BOS,98,4804
CVG,SMF,23,4459
SJC,MIA,13,2101
MIA,LAX,50,3715
SFO,DTW,175,3981
FLL,ORD,81,426
RDU,MSY,35,2837
MCO,CLT,47,4506
IAH,DEN,42,957
OAK,PHX,24,457
CVG,CMH,30,4983
BOS,CLT,25,4736
CLT,TPA,58,584
PDX,CMH,28,1677
CVG,MDW,75,729
PHX,TPA,158,146
IND,CVG,165,952
CVG,DTW,131,272
DTW,CVG,128,379
DFW,IND,51,1937
CVG,DFW,138,4511
DFW,CLE,80,3530
HNL,IND,50,1797
OAK,CLT,60,1771
LAX,CLT,27,3563
DFW,SJC,26,3743
MSY,CVG,114,882
SEA,CLE,19,3331
DEN,MCO,169,2871
CMH,MDW,86,455
SAN,AUS,125,1461
RDU,SFO,157,1271
ATL,MKE,86,1624
PHL,SJC,75,4395
MSY,MIA,172,935
CMH,CLT,55,3457
DFW,PIT,156,3280
LAX,MIA,46,928
PHL,OAK,10,683
RDU,OAK,99,2689
IND,DTW,62,3147
SAN,CLT,139,4093
DTW,LAS,87,519
MSP,MKE,15,762
CVG,RDU,123,1336
LAX,PIT,23,2217
BWI,RDU,85,4657
IAH,BOS,80,1535
FLL,DEN,93,1021
PHX,TPA,146,2874
BOS,DEN,37,3499
STL,CMH,5,3717
CLT,CVG,89,4069
OAK,SLC,180,2383
MKE,CVG,59,1979
DEN,ORD,81,2116
CLT,SJC,25,1249
RDU,STL,57,1085
